instance family sat sequential14 sequentialinputordersoftmax14 sequentialshuffle14 sequentialantiheuristic14 sequentialinputordersoftmaxrestarts14 sequentialrestartsshuffle14 sequentialdds14
all-meshes-CVIU11-pattern4-target154 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target155 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target156 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target157 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target158 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target159 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target16 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target160 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target161 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target162 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target163 13 0 1 1 1 1 1 1 3
all-meshes-CVIU11-pattern4-target164 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target165 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target166 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target167 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target168 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target169 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target17 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target170 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target171 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target172 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target173 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target174 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target175 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target176 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target177 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target178 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target179 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target18 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target180 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target181 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target182 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target184 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target185 13 0 0 0 0 0 0 0 2
all-meshes-CVIU11-pattern4-target186 13 0 0 0 0 0 0 0 2
all-meshes-CVIU11-pattern4-target187 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target188 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target189 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target19 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target190 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target191 13 0 0 0 0 0 0 0 2
all-meshes-CVIU11-pattern4-target192 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target193 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target194 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target195 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target196 13 0 1 1 1 1 1 1 1
all-meshes-CVIU11-pattern4-target197 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target198 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target199 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target2 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target20 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target200 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target201 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target202 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target203 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target204 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target205 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target206 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target207 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target208 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target209 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target21 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target210 13 0 1 1 1 1 1 1 1
all-meshes-CVIU11-pattern4-target211 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target212 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target213 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target214 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target215 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target216 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target217 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target218 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target219 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target22 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target220 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target221 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target222 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target223 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target224 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target225 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target226 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target227 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target228 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target229 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target23 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target230 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target231 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target232 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target233 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target234 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target235 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target237 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target238 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target24 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target240 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target241 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target242 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target243 13 0 0 0 0 0 0 0 2
all-meshes-CVIU11-pattern4-target244 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target245 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target246 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target247 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target248 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target249 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target25 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target250 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target251 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target252 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target253 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target254 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target255 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target256 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target257 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target258 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target26 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target260 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target261 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target262 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target263 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target264 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target265 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target266 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target267 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target268 13 0 0 0 0 0 0 0 2
all-meshes-CVIU11-pattern4-target269 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target27 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target270 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target271 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target272 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target273 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target275 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target278 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target279 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target28 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target280 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target281 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target282 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target283 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target284 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target285 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target286 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target287 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target288 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target289 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target29 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target290 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target291 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target292 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target293 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target294 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target295 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target296 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target297 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target298 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target299 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target3 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target30 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target300 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target303 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target304 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target305 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target306 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target307 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target308 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target309 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target31 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target310 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target311 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target312 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target313 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target314 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target315 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target316 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target317 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target318 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target319 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target32 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target320 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target321 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target322 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target323 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target324 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target325 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target326 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target327 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target328 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target329 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target33 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target330 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target331 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target332 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target333 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target334 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target335 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target336 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target337 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target338 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target339 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target34 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target340 13 0 0 0 0 0 0 0 1
all-meshes-CVIU11-pattern4-target341 13 0 0 0 0 0 0 0 1
all-meshes-CVIU11-pattern4-target342 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target343 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target344 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target345 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target346 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target347 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target348 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target349 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target35 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target350 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target351 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target352 13 0 0 0 0 0 0 0 2
all-meshes-CVIU11-pattern4-target353 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target354 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target356 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target357 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target358 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target359 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target36 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target360 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target361 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target362 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target363 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target364 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target365 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target366 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target367 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target368 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target369 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target37 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target370 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target378 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target379 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target38 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target380 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target381 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target382 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target383 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target384 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target385 13 0 0 0 0 0 0 0 1
all-meshes-CVIU11-pattern4-target386 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target387 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target388 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target389 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target39 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target390 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target391 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target392 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target393 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target394 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target395 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target396 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target397 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target398 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target399 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target4 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target40 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target400 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target401 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target402 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target403 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target404 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target405 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target406 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target407 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target408 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target409 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target41 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target410 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target411 13 0 0 0 0 0 0 0 2
all-meshes-CVIU11-pattern4-target412 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target413 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target414 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target415 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target416 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target417 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target418 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target419 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target42 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target420 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target421 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target422 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target423 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target424 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target425 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target427 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target428 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target429 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target43 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target430 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target431 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target432 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target433 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target434 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target435 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target436 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target437 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target438 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target439 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target44 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target440 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target441 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target442 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target443 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target444 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target446 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target447 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target448 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target449 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target45 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target450 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target451 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target452 13 0 0 0 0 0 0 0 2
all-meshes-CVIU11-pattern4-target453 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target454 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target455 13 0 0 0 0 0 0 0 2
all-meshes-CVIU11-pattern4-target456 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target457 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target458 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target459 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target46 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target460 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target461 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target462 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target463 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target464 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target465 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target466 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target467 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target468 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target469 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target47 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target470 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target471 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target472 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target473 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target474 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target475 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target476 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target477 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target478 13 0 0 0 0 0 0 0 2
all-meshes-CVIU11-pattern4-target479 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target48 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target481 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target482 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target483 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target484 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target485 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target486 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target487 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target488 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target489 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target49 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target490 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target491 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target492 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target493 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target494 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target495 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target496 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target497 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target498 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target499 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target5 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target50 13 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target500 13 0 0 0 0 0 0 0 0
