instance family sat sequential14 sequentialinputordersoftmax14 sequentialshuffle14 sequentialantiheuristic14 sequentialinputordersoftmaxrestarts14 sequentialrestartsshuffle14 sequentialdds14
si2_b03m_m400.01 4 1 21 21 30 31 21 30 22
si2_b03m_m400.05 4 1 13 13 13 13 13 13 14
si2_b03m_m400.08 4 1 20 20 20 20 20 20 21
si2_b03m_m400.07 4 1 25 25 25 25 25 25 26
si2_b03m_m400.09 4 1 24 24 24 24 24 24 25
si2_b03m_m400.03 4 1 16 16 16 16 16 16 17
si2_b03m_m400.04 4 1 23 24 24 24 24 24 24
si2_b03m_m400.06 4 1 25 26 30 30 26 30 26
si2_b03m_m200.05 4 1 3 3 3 3 3 3 4
si2_b03m_m200.03 4 1 16 16 16 16 16 16 17
si2_b03m_m200.00 4 1 6 6 6 6 6 6 7
si2_b03m_m200.08 4 1 4 4 4 4 4 4 5
si2_b03m_m200.06 4 1 8 8 8 8 8 8 3
si2_b03m_m200.02 4 1 14 14 14 14 14 14 15
si2_b03m_m200.09 4 1 8 8 14 14 8 14 9
si2_b03m_m200.04 4 1 16 16 16 16 16 16 17
si2_b03m_m200.01 4 1 15 15 16 16 15 16 5
si2_b03m_m200.07 4 1 13 13 13 13 13 13 14
si4_r001_m200.04 7 1 23 23 24 28 23 24 30
si4_r001_m200.07 7 1 23 23 24 29 23 24 37
si4_r001_m200.00 7 1 32 30 28 28 30 28 911
si4_r001_m200.01 7 1 28 27 27 28 27 27 32
si4_r001_m200.03 7 1 25 26 22 23 26 22 48
si4_r001_m200.06 7 1 19 19 19 18 19 19 37
si4_r001_m200.05 7 1 35 32 33 30 32 33 12
si4_r001_m200.08 7 1 24 22 25 20 22 25 3950
si4_r001_m200.09 7 1 369 65 305 110 65 305 948
si4_r001_m200.02 7 1 44 52 36 57 52 36 202
si2_m4D_m256.08 5 1 7 26 11 4 26 11 66
si2_m4D_m256.03 5 1 7 9 6 5 9 6 7
si2_m4D_m256.02 5 1 8 7 10 23 7 10 38
si2_m4D_m256.06 5 1 8 7 7 15 7 7 13
si2_m4D_m256.04 5 1 3 3 3 3 3 3 3
si2_m4D_m256.07 5 1 6 11 11 4 11 11 23
si2_m4D_m256.01 5 1 8 12 7 15 12 7 59
si2_m4D_m256.09 5 1 8 19 9 6 19 9 8
si2_m4D_m256.00 5 1 7 7 7 5 7 7 12
si2_m4D_m256.05 5 1 8 8 13 5 8 13 19
si6_r01_m400.04 7 1 6089 8475 32268 195949 5502 49083 1328
si6_r01_m400.08 7 1 10670 10555 102784 178771 8612 118849 65856
si6_r01_m400.07 7 1 8 20 28627 49867 20 38611 168
si6_r01_m400.06 7 1 3444 1448 5796 30140 2880 8698 3219
si6_r01_m400.05 7 1 2141 27220 502038 544566 9200 272870 346120
si6_r01_m400.02 7 1 1460 1327 275844 297029 8596 202534 86919
si6_r01_m400.00 7 1 6278 4817 403622 461938 8461 456636 16970
si6_r01_m400.03 7 1 29453 35002 19440 24664 28358 6482 380720
si6_r01_m400.01 7 1 14905 20450 7198 50206 19352 53827 87076
si6_r01_m400.09 7 1 58607 90154 186508 171363 55884 70373 226704
si2_m4Dr4_m625.07 6 1 15 15 13 13 15 13 38
si2_m4Dr4_m625.02 6 1 25 25 25 25 25 25 26
si2_m4Dr4_m625.03 6 1 6 6 6 6 6 6 7
si2_m4Dr4_m625.00 6 1 9 9 9 9 9 9 10
si2_m4Dr4_m625.05 6 1 9 9 9 9 9 9 9
si2_m4Dr4_m625.06 6 1 30 30 25 23 30 25 153
si2_m4Dr4_m625.09 6 1 34894 80314 17032 59317 37040 24350 23217
si2_m4Dr4_m625.01 6 1 31 30 25 27 30 25 122
si2_m4Dr4_m625.08 6 1 445 397 429 269 397 429 10202
si2_m4Dr4_m625.04 6 1 396 157 263 19 157 263 8954
si4_r01_m400.01 7 1 19343 22136 7805 92433 18442 29999 57807
si4_r01_m400.08 7 1 1748 2231 1035463 1182978 2095 660561 5151
si4_r01_m400.02 7 1 43153 14382 4173791 5489223 63872 3147447 3168545
si4_r01_m400.03 7 1 90541 224843 310233 1192236 32102 811446 482285
si4_r01_m400.07 7 1 26546 1104 2522728 3339560 4736 2816439 35164
si4_r01_m400.06 7 1 2631 2071 136668 153908 2346 2345 171424
si4_r01_m400.04 7 1 1046021 2145588 2386836 4803303 700349 3174415 6603049
si4_r01_m400.00 7 1 734206 1047736 364181 5880564 1027648 5161631 13384960
si4_r01_m400.05 7 1 36788 50939 114606 174564 39955 193966 807012
si4_r01_m400.09 7 1 408560 552627 158415 697877 456034 969180 8501099
si2_b09m_m400.09 4 1 11 11 11 11 11 11 12
si2_b09m_m400.03 4 1 10 11 10 10 11 10 16
si2_b09m_m400.01 4 1 16 16 16 16 16 16 17
si2_b09m_m400.08 4 1 17 17 17 17 17 17 18
si2_b09m_m400.05 4 1 5 5 5 5 5 5 6
si2_b09m_m400.06 4 1 11 11 11 11 11 11 12
si2_b09m_m400.00 4 1 5 5 5 5 5 5 6
si2_b09m_m400.02 4 1 10 10 10 10 10 10 11
si2_b09m_m400.04 4 1 8 8 8 8 8 8 9
si2_b09m_m400.07 4 1 7 7 7 7 7 7 8
si2_b09_m800.07 3 1 3 3 3 3 3 3 3
si2_b09_m800.04 3 1 3 3 3 3 3 3 3
si2_b09_m800.05 3 1 3 3 3 3 3 3 3
si2_b09_m800.00 3 1 3 3 3 3 3 3 3
si2_b09_m800.02 3 1 3 3 3 3 3 3 3
si2_b09_m800.01 3 1 3 3 3 3 3 3 3
si2_b09_m800.08 3 1 3 3 3 3 3 3 3
si2_b09_m800.09 3 1 3 3 3 3 3 3 3
si2_b09_m800.03 3 1 3 3 3 3 3 3 3
si2_b09_m800.06 3 1 3 3 3 3 3 3 3
si6_b03_m400.04 3 1 3 3 3 3 3 3 3
si6_b03_m400.09 3 1 3 3 3 3 3 3 3
si6_b03_m400.02 3 1 3 3 3 3 3 3 3
si6_b03_m400.06 3 1 3 3 3 3 3 3 3
si6_b03_m400.05 3 1 3 3 3 3 3 3 3
si6_b03_m400.08 3 1 3 3 3 3 3 3 3
si6_b03_m400.01 3 1 3 3 3 3 3 3 3
si6_b03_m400.07 3 1 3 3 3 3 3 3 3
si6_b03_m400.03 3 1 3 3 3 3 3 3 3
si6_b03_m400.00 3 1 3 3 3 3 3 3 3
si2_r005_m600.03 7 1 108972 141733 274410 180681 120727 175200 6968845
si2_r005_m600.00 7 1 9362800 12478574 8665283 7825546 9319225 11698146 NaN
si2_r005_m600.06 7 1 305631 319663 540147 484067 381946 229082 21113939
si2_r005_m600.01 7 1 6156359 7277883 797464 2810135 4485944 2419656 NaN
si2_r005_m600.04 7 1 508938 645592 1996000 5055116 552529 4914946 1020886
si2_r005_m600.09 7 1 12974 11562 32717 29935 14560 15956 442552
si2_r005_m600.05 7 1 9552722 8983989 28902013 19725891 10394611 5962811 NaN
si2_r005_m600.02 7 1 809859 919565 1677917 1218039 841253 2009846 NaN
si2_r005_m600.08 7 1 683626 969522 3587748 3517796 957463 2052156 18668177
si2_r005_m600.07 7 1 193857 184838 31482 75849 222320 32647 31463787
si4_r01_m600.05 7 1 29500 39450 14168 693182 23901 511203 46476
si4_r01_m600.02 7 1 69672 91534 1223493 1506170 29497 1573981 29269
si4_r01_m600.03 7 1 468542 528945 735705 4133444 308134 3765947 489517
si4_r01_m600.07 7 1 98931 116045 3891852 4118821 180337 651432 162949
si4_r01_m600.08 7 1 237774 189624 4492641 4527567 218842 3053270 873140
si4_r01_m600.06 7 1 318316 269793 1204612 1667750 209798 1017084 2736201
si4_r01_m600.01 7 1 15876 17376 6190673 10204876 32155 4866013 1252218
si4_r01_m600.04 7 1 2010 37377 1748888 2914439 2312 2674481 6311
si4_r01_m600.00 7 1 3261 4247 7037948 11364260 3998 7010706 1247
si4_r01_m600.09 7 1 459892 303910 334811 1422845 330161 498944 5601462
si2_b09_m400.04 3 1 3 3 3 3 3 3 3
si2_b09_m400.08 3 1 3 3 3 3 3 3 3
si2_b09_m400.05 3 1 3 3 3 3 3 3 3
si2_b09_m400.01 3 1 3 3 3 3 3 3 3
si2_b09_m400.03 3 1 3 3 3 3 3 3 3
si2_b09_m400.02 3 1 3 3 3 3 3 3 3
si2_b09_m400.07 3 1 3 3 3 3 3 3 3
si2_b09_m400.09 3 1 3 3 3 3 3 3 3
si2_b09_m400.06 3 1 3 3 3 3 3 3 3
si2_b09_m400.00 3 1 3 3 3 3 3 3 3
si4_b06_m200.06 3 1 3 3 3 3 3 3 3
si4_b06_m200.03 3 1 3 3 3 3 3 3 3
si4_b06_m200.02 3 1 3 3 3 3 3 3 3
si4_b06_m200.07 3 1 3 3 3 3 3 3 3
si4_b06_m200.05 3 1 3 3 3 3 3 3 3
si4_b06_m200.08 3 1 3 3 3 3 3 3 3
si4_b06_m200.00 3 1 3 3 3 3 3 3 3
si4_b06_m200.04 3 1 3 3 3 3 3 3 3
si4_b06_m200.01 3 1 3 3 3 3 3 3 3
si4_b06_m200.09 3 1 3 3 3 3 3 3 3
si4_r005_m400.06 7 1 1180 1657 4356 23153 1788 20504 9025
si4_r005_m400.03 7 1 1716 1175 624 1615 1606 624 80008
si4_r005_m400.07 7 1 16982 21857 10863 56923 19202 59491 196710
si4_r005_m400.01 7 1 1426 908 3010 9972 2062 2500 3473
si4_r005_m400.04 7 1 13229 7804 7434 25671 11104 36832 580989
si4_r005_m400.00 7 1 4840 2496 28017 34208 2662 1668 15798
si4_r005_m400.09 7 1 1242 260 9317 8551 260 4262 6156
si4_r005_m400.05 7 1 1706 2724 3218 5967 1907 1354 8419
si4_r005_m400.08 7 1 90 76 4760 5444 76 1764 205
si4_r005_m400.02 7 1 26588 27601 25655 7023 24765 4681 2684347
si4_m4Dr2_m1296.07 6 1 17 17 17 17 17 17 18
si4_m4Dr2_m1296.00 6 1 18 18 18 18 18 18 19
si4_m4Dr2_m1296.05 6 1 21 21 21 21 21 21 22
si4_m4Dr2_m1296.04 6 1 15 15 15 15 15 15 16
si4_m4Dr2_m1296.08 6 1 196 282 201 145 282 201 201
si4_m4Dr2_m1296.01 6 1 21 21 21 21 21 21 22
si4_m4Dr2_m1296.06 6 1 13 13 13 13 13 13 14
si4_m4Dr2_m1296.02 6 1 32 32 32 32 32 32 33
si4_m4Dr2_m1296.03 6 1 52 52 52 52 52 52 3
si4_m4Dr2_m1296.09 6 1 16 16 16 16 16 16 17
si6_b09_m800.03 3 1 3 3 3 3 3 3 3
si6_b09_m800.09 3 1 3 3 3 3 3 3 3
si6_b09_m800.07 3 1 3 3 3 3 3 3 3
si6_b09_m800.05 3 1 3 3 3 3 3 3 3
si6_b09_m800.04 3 1 3 3 3 3 3 3 3
si6_b09_m800.01 3 1 3 3 3 3 3 3 3
si6_b09_m800.00 3 1 3 3 3 3 3 3 3
si6_b09_m800.02 3 1 3 3 3 3 3 3 3
si6_b09_m800.06 3 1 3 3 3 3 3 3 3
si6_b09_m800.08 3 1 3 3 3 3 3 3 3
si6_b06m_m400.00 4 1 5 5 5 5 5 5 6
si6_b06m_m400.08 4 1 4 4 4 4 4 4 5
si6_b06m_m400.03 4 1 4 4 4 4 4 4 5
si6_b06m_m400.04 4 1 7 7 7 7 7 7 8
si6_b06m_m400.06 4 1 6 6 6 6 6 6 7
si6_b06m_m400.07 4 1 6 6 6 6 6 6 7
si6_b06m_m400.09 4 1 7 7 7 7 7 7 8
si6_b06m_m400.02 4 1 3 3 3 3 3 3 4
si6_b06m_m400.01 4 1 3 3 3 3 3 3 4
si6_b06m_m400.05 4 1 2 2 2 2 2 2 3
si2_m4Dr4_m1296.08 6 1 37 39 34 32 39 34 46
si2_m4Dr4_m1296.07 6 1 37 37 37 37 37 37 38
si2_m4Dr4_m1296.03 6 1 83 92 83 42 92 83 293
si2_m4Dr4_m1296.05 6 1 25 25 25 25 25 25 26
si2_m4Dr4_m1296.06 6 1 15 15 15 15 15 15 16
si2_m4Dr4_m1296.04 6 1 35 35 35 35 35 35 36
si2_m4Dr4_m1296.09 6 1 49 49 41 36 49 41 74
si2_m4Dr4_m1296.01 6 1 24 24 24 25 24 24 31
si2_m4Dr4_m1296.00 6 1 25 25 25 25 25 25 26
si2_m4Dr4_m1296.02 6 1 108 309 55 256 309 55 101
si6_m4Dr6_m1296.02 6 1 12 12 12 12 12 12 13
si6_m4Dr6_m1296.08 6 1 6 6 6 6 6 6 7
si6_m4Dr6_m1296.07 6 1 6 6 6 6 6 6 7
si6_m4Dr6_m1296.06 6 1 3 3 3 3 3 3 4
si6_m4Dr6_m1296.03 6 1 5 5 5 5 5 5 6
si6_m4Dr6_m1296.04 6 1 7 7 7 7 7 7 8
si6_m4Dr6_m1296.05 6 1 5 5 5 5 5 5 6
si6_m4Dr6_m1296.00 6 1 9 9 9 9 9 9 10
si6_m4Dr6_m1296.09 6 1 12 12 12 12 12 12 13
si6_m4Dr6_m1296.01 6 1 4 4 4 4 4 4 5
si4_m4Dr2_m256.00 6 1 9 8 8 8 8 8 10
si4_m4Dr2_m256.01 6 1 6 6 6 6 6 6 7
si4_m4Dr2_m256.05 6 1 6 6 6 6 6 6 7
si4_m4Dr2_m256.04 6 1 6 6 6 6 6 6 7
si4_m4Dr2_m256.08 6 1 4 4 4 4 4 4 5
si4_m4Dr2_m256.07 6 1 6 6 6 6 6 6 6
si4_m4Dr2_m256.06 6 1 9 9 9 9 9 9 10
si4_m4Dr2_m256.02 6 1 3 3 3 3 3 3 4
si4_m4Dr2_m256.09 6 1 3 3 3 3 3 3 4
si4_m4Dr2_m256.03 6 1 7 7 7 7 7 7 7
si4_b09m_m200.01 4 1 3 3 3 3 3 3 4
si4_b09m_m200.00 4 1 2 2 2 2 2 2 3
si4_b09m_m200.03 4 1 2 2 2 2 2 2 3
si4_b09m_m200.06 4 1 3 3 3 3 3 3 9
si4_b09m_m200.02 4 1 2 2 2 2 2 2 3
si4_b09m_m200.04 4 1 2 2 2 2 2 2 3
si4_b09m_m200.05 4 1 2 2 2 2 2 2 3
si4_b09m_m200.07 4 1 2 2 2 2 2 2 3
si4_b09m_m200.08 4 1 1 1 1 1 1 1 2
si4_b09m_m200.09 4 1 4 4 4 4 4 4 5
si4_m4Dr4_m625.07 6 1 15 15 15 15 15 15 16
si4_m4Dr4_m625.05 6 1 16 16 16 16 16 16 17
si4_m4Dr4_m625.01 6 1 11 11 11 11 11 11 12
si4_m4Dr4_m625.08 6 1 9 9 8 8 9 8 15
si4_m4Dr4_m625.09 6 1 23 21 23 21 21 23 35
si4_m4Dr4_m625.00 6 1 10 10 10 10 10 10 11
si4_m4Dr4_m625.04 6 1 12 12 12 12 12 12 13
si4_m4Dr4_m625.06 6 1 9 10 9 10 10 9 9
si4_m4Dr4_m625.03 6 1 13 13 13 13 13 13 14
si4_m4Dr4_m625.02 6 1 12 12 12 12 12 12 13
si4_m4Dr4_m1296.03 6 1 16 16 16 16 16 16 17
si4_m4Dr4_m1296.01 6 1 25 25 25 25 25 25 26
si4_m4Dr4_m1296.00 6 1 22 22 22 22 22 22 23
si4_m4Dr4_m1296.07 6 1 18 18 18 18 18 18 19
si4_m4Dr4_m1296.02 6 1 21 21 21 21 21 21 22
si4_m4Dr4_m1296.04 6 1 15 15 15 15 15 15 16
si4_m4Dr4_m1296.09 6 1 28 28 28 28 28 28 30
si4_m4Dr4_m1296.06 6 1 21 21 21 21 21 21 23
si4_m4Dr4_m1296.08 6 1 30 30 30 30 30 30 31
si4_m4Dr4_m1296.05 6 1 38 42 25 34 42 25 57
si2_r005_m400.05 7 1 163969 151330 105810 56593 188927 32230 19357057
si2_r005_m400.06 7 1 83409 88784 17491 12876 84077 71277 13783071
si2_r005_m400.08 7 1 17294 20443 21366 11158 17054 15055 1442262
si2_r005_m400.02 7 1 3177957 2229855 2099215 17040158 5463281 17686029 52368944
si2_r005_m400.03 7 1 323554 401456 195633 364936 399427 368248 18550833
si2_r005_m400.00 7 1 100691 117402 8771 45125 113312 95681 12183087
si2_r005_m400.07 7 1 2086578 1747536 411241 1735191 1923962 1594022 100570877
si2_r005_m400.09 7 1 7217 5426 35366 35774 5621 33174 118448
si2_r005_m400.04 7 1 89101 113637 30927 296101 72519 254917 1374021
si2_r005_m400.01 7 1 2783 4033 8762 24231 4809 5303 62925
si2_b06m_m400.03 4 1 17 17 17 17 17 17 18
si2_b06m_m400.06 4 1 19 19 19 19 19 19 15
si2_b06m_m400.05 4 1 13 13 13 13 13 13 14
si2_b06m_m400.01 4 1 22 22 22 22 22 22 23
si2_b06m_m400.00 4 1 11 11 11 11 11 11 12
si2_b06m_m400.08 4 1 12 12 12 12 12 12 13
si2_b06m_m400.07 4 1 13 13 13 13 13 13 14
si2_b06m_m400.09 4 1 9 9 9 9 9 9 10
si2_b06m_m400.04 4 1 21 20 20 20 20 20 9
si2_b06m_m400.02 4 1 4 4 4 4 4 4 5
si6_r005_m600.02 7 1 2458 2600 26826 51867 3050 38232 825
si6_r005_m600.08 7 1 37 52 10238 19224 52 4135 741
si6_r005_m600.03 7 1 724 708 55986 77584 1338 55976 5061
si6_r005_m600.05 7 1 513 2749 48567 79453 1712 19579 26
si6_r005_m600.07 7 1 1057 418 11529 26779 418 11001 3976
si6_r005_m600.04 7 1 334 1207 26053 37513 2515 28129 86
si6_r005_m600.06 7 1 5438 4489 38026 64987 9322 36798 18553
si6_r005_m600.01 7 1 152 136 1500 3093 136 3096 232
si6_r005_m600.09 7 1 62 2014 88653 102641 1102 67663 69
si6_r005_m600.00 7 1 228 297 1337 9844 297 8262 470
si6_r005_m200.02 7 1 190 144 118 113 144 118 3228
si6_r005_m200.08 7 1 30 27 29 37 27 29 459
si6_r005_m200.09 7 1 52 49 193 221 49 193 322
si6_r005_m200.05 7 1 21 4 20 265 4 20 24
si6_r005_m200.03 7 1 42 38 18 62 38 18 358
si6_r005_m200.00 7 1 166 136 64 194 136 64 2006
si6_r005_m200.04 7 1 15 22 30 115 22 30 17
si6_r005_m200.07 7 1 34 57 84 69 57 84 205
si6_r005_m200.01 7 1 5 7 76 102 7 76 47
si6_r005_m200.06 7 1 10 13 20 28 13 20 73
si2_m4Dr6_m625.06 6 1 34 34 34 35 34 34 6
si2_m4Dr6_m625.08 6 1 23 23 23 21 23 23 36
si2_m4Dr6_m625.07 6 1 23 23 15 15 23 15 76
si2_m4Dr6_m625.03 6 1 45 63 59 45 63 59 136
si2_m4Dr6_m625.04 6 1 14 14 12 12 14 12 32
si2_m4Dr6_m625.05 6 1 25 25 22 22 25 22 38
si2_m4Dr6_m625.09 6 1 34 22 32 24 22 32 76
si2_m4Dr6_m625.01 6 1 17 17 17 16 17 17 27
si2_m4Dr6_m625.02 6 1 94 24 90 63 24 90 909
si2_m4Dr6_m625.00 6 1 22 22 22 22 22 22 23
si6_b03_m800.02 3 1 3 3 3 3 3 3 3
si6_b03_m800.04 3 1 3 3 3 3 3 3 3
si6_b03_m800.03 3 1 3 3 3 3 3 3 3
si6_b03_m800.05 3 1 3 3 3 3 3 3 3
si6_b03_m800.06 3 1 3 3 3 3 3 3 3
si6_b03_m800.01 3 1 3 3 3 3 3 3 3
si6_b03_m800.00 3 1 3 3 3 3 3 3 3
si6_b03_m800.07 3 1 3 3 3 3 3 3 3
si6_b03_m800.09 3 1 3 3 3 3 3 3 3
si6_b03_m800.08 3 1 3 3 3 3 3 3 3
si4_m4D_m1296.09 5 1 3 3 3 3 3 3 3
si4_m4D_m1296.06 5 1 3 3 3 3 3 3 3
si4_m4D_m1296.05 5 1 3 3 3 3 3 3 3
si4_m4D_m1296.00 5 1 8440 1053 232 175 872 232 NaN
si4_m4D_m1296.03 5 1 4546 324 12752 187 324 1138 NaN
si4_m4D_m1296.04 5 1 3 3 3 3 3 3 3
si4_m4D_m1296.08 5 1 57935 62821 NaN NaN 2946 3650 NaN
si4_m4D_m1296.02 5 1 797 171 153 222 171 153 NaN
si4_m4D_m1296.01 5 1 3 3 3 3 3 3 3
si4_m4D_m1296.07 5 1 3 3 3 3 3 3 3
si6_b03m_m400.03 4 1 22 22 22 22 22 22 23
si6_b03m_m400.01 4 1 13 13 13 13 13 13 14
si6_b03m_m400.09 4 1 30 30 30 30 30 30 31
si6_b03m_m400.08 4 1 11 11 11 11 11 11 12
si6_b03m_m400.07 4 1 13 13 13 13 13 13 14
si6_b03m_m400.02 4 1 16 16 16 16 16 16 17
si6_b03m_m400.05 4 1 25 25 25 25 25 25 26
si6_b03m_m400.00 4 1 17 17 17 17 17 17 18
si6_b03m_m400.06 4 1 21 21 21 21 21 21 22
si6_b03m_m400.04 4 1 17 17 17 17 17 17 18
si4_m4D_m256.07 5 1 3 3 3 3 3 3 3
si4_m4D_m256.06 5 1 3 3 3 3 3 3 3
si4_m4D_m256.05 5 1 4 4 4 4 4 4 15
si4_m4D_m256.08 5 1 10 10 4 4 10 4 20
si4_m4D_m256.04 5 1 9 7 9 5 7 9 66
si4_m4D_m256.09 5 1 11 10 11 4 10 11 47
si4_m4D_m256.02 5 1 4 4 4 4 4 4 15
si4_m4D_m256.00 5 1 11 8 4 5 8 4 45
si4_m4D_m256.03 5 1 3 3 3 3 3 3 3
si4_m4D_m256.01 5 1 10 10 4 4 10 4 17
si6_b06m_m800.07 4 1 6 6 6 6 6 6 7
si6_b06m_m800.04 4 1 13 13 13 13 13 13 14
si6_b06m_m800.01 4 1 6 6 6 6 6 6 7
si6_b06m_m800.00 4 1 10 10 10 10 10 10 11
si6_b06m_m800.05 4 1 5 5 5 5 5 5 6
si6_b06m_m800.08 4 1 7 7 7 7 7 7 8
si6_b06m_m800.09 4 1 6 6 6 6 6 6 7
si6_b06m_m800.02 4 1 10 10 10 10 10 10 11
si6_b06m_m800.03 4 1 6 6 6 6 6 6 7
si6_b06m_m800.06 4 1 5 5 5 5 5 5 6
si4_r001_m400.08 7 1 388 502 1772 2572 502 1150 4207
si4_r001_m400.06 7 1 14 14 15 16 14 15 18
si4_r001_m400.02 7 1 27 36 48 78 36 48 48
si4_r001_m400.00 7 1 47 82 80 72 82 80 842
si4_r001_m400.04 7 1 95 108 53 31 108 53 2135
si4_r001_m400.03 7 1 40 27 46 98 27 46 210
si4_r001_m400.09 7 1 24 30 106 114 30 106 32
si4_r001_m400.05 7 1 421 789 315 3852 1167 315 271
si4_r001_m400.01 7 1 30 49 59 79 49 59 93
si4_r001_m400.07 7 1 1007 826 296 292 918 296 30933
si2_m4Dr6_m1296.00 6 1 39 39 39 38 39 39 56
si2_m4Dr6_m1296.01 6 1 44 43 44 43 43 44 45
si2_m4Dr6_m1296.09 6 1 42 42 42 42 42 42 49
si2_m4Dr6_m1296.06 6 1 48 48 48 48 48 48 49
si2_m4Dr6_m1296.03 6 1 18 18 18 18 18 18 19
si2_m4Dr6_m1296.02 6 1 28 28 28 28 28 28 29
si2_m4Dr6_m1296.05 6 1 41 41 41 38 41 41 49
si2_m4Dr6_m1296.08 6 1 28 26 28 26 26 28 36
si2_m4Dr6_m1296.04 6 1 35 36 35 36 36 35 36
si2_m4Dr6_m1296.07 6 1 34 34 34 34 34 34 42
si2_b03_m800.07 3 1 3 3 3 3 3 3 3
si2_b03_m800.08 3 1 3 3 3 3 3 3 3
si2_b03_m800.04 3 1 3 3 3 3 3 3 3
si2_b03_m800.05 3 1 3 3 3 3 3 3 3
si2_b03_m800.09 3 1 3 3 3 3 3 3 3
si2_b03_m800.00 3 1 3 3 3 3 3 3 3
si2_b03_m800.02 3 1 3 3 3 3 3 3 3
si2_b03_m800.03 3 1 3 3 3 3 3 3 3
si2_b03_m800.01 3 1 3 3 3 3 3 3 3
si2_b03_m800.06 3 1 3 3 3 3 3 3 3
si4_b03m_m200.05 4 1 11 11 11 11 11 11 12
si4_b03m_m200.02 4 1 20 20 20 20 20 20 21
si4_b03m_m200.04 4 1 16 15 16 15 15 16 17
si4_b03m_m200.07 4 1 10 10 10 10 10 10 11
si4_b03m_m200.00 4 1 13 13 13 13 13 13 14
si4_b03m_m200.06 4 1 13 13 13 13 13 13 14
si4_b03m_m200.03 4 1 12 12 12 12 12 12 12
si4_b03m_m200.09 4 1 18 18 18 18 18 18 19
si4_b03m_m200.08 4 1 16 16 16 16 16 16 17
si4_b03m_m200.01 4 1 22 22 22 22 22 22 23
si2_b06m_m200.04 4 1 8 8 8 6 8 8 9
si2_b06m_m200.03 4 1 8 8 8 7 8 8 9
si2_b06m_m200.08 4 1 2 2 2 2 2 2 3
si2_b06m_m200.06 4 1 10 10 10 10 10 10 11
si2_b06m_m200.05 4 1 7 8 7 7 8 7 8
si2_b06m_m200.02 4 1 1 1 1 1 1 1 2
si2_b06m_m200.00 4 1 15 15 15 15 15 15 16
si2_b06m_m200.01 4 1 13 13 13 13 13 13 13
si2_b06m_m200.09 4 1 5 5 5 5 5 5 8
si2_b06m_m200.07 4 1 7 7 7 7 7 7 8
si6_m4Dr4_m625.05 6 1 3 3 3 3 3 3 4
si6_m4Dr4_m625.09 6 1 4 4 4 4 4 4 5
si6_m4Dr4_m625.04 6 1 8 8 8 8 8 8 9
si6_m4Dr4_m625.00 6 1 1 1 1 1 1 1 2
si6_m4Dr4_m625.08 6 1 6 6 6 6 6 6 7
si6_m4Dr4_m625.06 6 1 5 5 5 5 5 5 6
si6_m4Dr4_m625.01 6 1 6 6 5 6 6 5 8
si6_m4Dr4_m625.03 6 1 2 2 2 2 2 2 3
si6_m4Dr4_m625.07 6 1 7 7 7 7 7 7 9
si6_m4Dr4_m625.02 6 1 2 2 2 2 2 2 3
si4_b03_m200.06 3 1 3 3 3 3 3 3 3
si4_b03_m200.02 3 1 3 3 3 3 3 3 3
si4_b03_m200.07 3 1 3 3 3 3 3 3 3
si4_b03_m200.04 3 1 3 3 3 3 3 3 3
si4_b03_m200.03 3 1 3 3 3 3 3 3 3
si4_b03_m200.05 3 1 3 3 3 3 3 3 3
si4_b03_m200.09 3 1 3 3 3 3 3 3 3
si4_b03_m200.01 3 1 3 3 3 3 3 3 3
si4_b03_m200.00 3 1 3 3 3 3 3 3 3
si4_b03_m200.08 3 1 3 3 3 3 3 3 3
si2_b03_m400.03 3 1 3 3 3 3 3 3 3
si2_b03_m400.06 3 1 3 3 3 3 3 3 3
si2_b03_m400.07 3 1 3 3 3 3 3 3 3
si2_b03_m400.01 3 1 3 3 3 3 3 3 3
si2_b03_m400.05 3 1 3 3 3 3 3 3 3
si2_b03_m400.09 3 1 3 3 3 3 3 3 3
si2_b03_m400.02 3 1 3 3 3 3 3 3 3
si2_b03_m400.00 3 1 3 3 3 3 3 3 3
si2_b03_m400.08 3 1 3 3 3 3 3 3 3
si2_b03_m400.04 3 1 3 3 3 3 3 3 3
si4_b09_m200.02 3 1 3 3 3 3 3 3 3
si4_b09_m200.01 3 1 3 3 3 3 3 3 3
si4_b09_m200.00 3 1 3 3 3 3 3 3 3
si4_b09_m200.09 3 1 3 3 3 3 3 3 3
si4_b09_m200.08 3 1 3 3 3 3 3 3 3
si4_b09_m200.04 3 1 3 3 3 3 3 3 3
si4_b09_m200.06 3 1 3 3 3 3 3 3 3
si4_b09_m200.05 3 1 3 3 3 3 3 3 3
si4_b09_m200.07 3 1 3 3 3 3 3 3 3
si4_b09_m200.03 3 1 3 3 3 3 3 3 3
si4_m4Dr4_m256.05 6 1 3 3 3 3 3 3 4
si4_m4Dr4_m256.09 6 1 3 3 3 3 3 3 3
si4_m4Dr4_m256.01 6 1 8 8 8 8 8 8 8
si4_m4Dr4_m256.03 6 1 7 6 7 6 6 7 8
si4_m4Dr4_m256.06 6 1 12 12 12 12 12 12 13
si4_m4Dr4_m256.07 6 1 1 1 1 1 1 1 2
si4_m4Dr4_m256.00 6 1 6 6 6 6 6 6 6
si4_m4Dr4_m256.02 6 1 3 3 3 3 3 3 4
si4_m4Dr4_m256.08 6 1 5 5 5 5 5 5 3
