instance family sat restarting3 restarting3con10000 parallel3t32 parallel3t32con10000 nonsharing3t32 mpi3h6t16npn2bt32con10000
all-images-CVIU11-pattern43-target102 14 0 152 92 391 397 298 248
all-images-CVIU11-pattern43-target103 14 0 93 90 421 435 365 280
all-images-CVIU11-pattern43-target104 14 0 229 207 1002 966 784 597
all-images-CVIU11-pattern43-target105 14 0 223 294 960 1039 761 588
all-images-CVIU11-pattern43-target106 14 0 227 143 597 563 428 362
all-images-CVIU11-pattern43-target107 14 0 157 104 453 449 351 305
all-images-CVIU11-pattern43-target108 14 0 526 435 1252 1188 920 851
all-images-CVIU11-pattern43-target109 14 0 315 298 995 954 824 615
all-images-CVIU11-pattern43-target11 14 0 66 119 397 400 258 235
all-images-CVIU11-pattern43-target110 14 0 124 73 416 404 261 262
all-images-CVIU11-pattern43-target111 14 0 80 68 400 401 276 248
all-images-CVIU11-pattern43-target112 14 0 69 70 381 414 313 250
all-images-CVIU11-pattern43-target113 14 1 114 140 387 397 339 284
all-images-CVIU11-pattern43-target114 14 0 103 84 339 355 229 217
all-images-CVIU11-pattern43-target115 14 0 133 164 590 507 387 365
all-images-CVIU11-pattern43-target116 14 0 368 444 1310 1553 1058 911
all-images-CVIU11-pattern43-target117 14 0 207 277 938 968 749 583
all-images-CVIU11-pattern43-target118 14 0 206 120 561 559 351 349
all-images-CVIU11-pattern43-target119 14 0 373 376 1126 1175 797 830
all-images-CVIU11-pattern43-target12 14 0 241 209 616 588 399 416
all-images-CVIU11-pattern43-target120 14 0 258 233 1061 978 883 611
all-images-CVIU11-pattern43-target121 14 0 317 268 1161 1198 934 706
all-images-CVIU11-pattern43-target122 14 0 182 124 471 479 401 329
all-images-CVIU11-pattern43-target123 14 0 318 294 1222 1229 889 734
all-images-CVIU11-pattern43-target124 14 0 196 156 501 549 388 374
all-images-CVIU11-pattern43-target125 14 0 349 276 969 939 647 645
all-images-CVIU11-pattern43-target126 14 0 39 24 153 185 149 119
all-images-CVIU11-pattern43-target127 14 0 30 29 209 210 159 142
all-images-CVIU11-pattern43-target128 14 0 233 306 950 1024 835 636
all-images-CVIU11-pattern43-target129 14 0 58 56 246 240 160 153
all-images-CVIU11-pattern43-target13 14 0 180 177 635 537 444 410
all-images-CVIU11-pattern43-target130 14 0 61 38 232 210 182 151
all-images-CVIU11-pattern43-target131 14 0 74 76 489 424 261 262
all-images-CVIU11-pattern43-target132 14 0 96 185 479 483 383 292
all-images-CVIU11-pattern43-target133 14 0 156 105 422 403 278 273
all-images-CVIU11-pattern43-target134 14 0 133 210 462 455 308 314
all-images-CVIU11-pattern43-target135 14 0 147 101 438 400 282 287
all-images-CVIU11-pattern43-target136 14 0 145 172 474 490 353 302
all-images-CVIU11-pattern43-target137 14 0 52 48 237 233 192 155
all-images-CVIU11-pattern43-target138 14 0 342 353 1292 1340 980 858
all-images-CVIU11-pattern43-target139 14 0 48 79 319 294 241 209
all-images-CVIU11-pattern43-target14 14 0 37 50 245 257 212 154
all-images-CVIU11-pattern43-target140 14 0 87 66 378 374 273 235
all-images-CVIU11-pattern43-target141 14 0 98 53 258 220 210 175
all-images-CVIU11-pattern43-target142 14 0 94 113 440 488 339 289
all-images-CVIU11-pattern43-target143 14 0 89 74 382 406 258 244
all-images-CVIU11-pattern43-target144 14 0 174 138 558 495 392 349
all-images-CVIU11-pattern43-target145 14 0 81 81 333 326 247 208
all-images-CVIU11-pattern43-target146 14 0 315 284 1029 939 776 652
all-images-CVIU11-pattern43-target15 14 0 39 24 175 184 149 121
all-images-CVIU11-pattern43-target16 14 0 84 87 307 371 241 220
all-images-CVIU11-pattern43-target17 14 0 239 231 1009 1019 904 626
all-images-CVIU11-pattern43-target18 14 0 253 246 1015 915 939 611
all-images-CVIU11-pattern43-target19 14 0 456 444 1234 1341 1042 924
all-images-CVIU11-pattern43-target2 14 0 183 146 591 563 424 358
all-images-CVIU11-pattern43-target20 14 0 311 316 1096 1015 718 685
all-images-CVIU11-pattern43-target21 14 0 154 151 569 613 373 401
all-images-CVIU11-pattern43-target22 14 0 114 128 507 447 315 285
all-images-CVIU11-pattern43-target23 14 0 208 296 1038 958 806 603
all-images-CVIU11-pattern43-target24 14 0 26 25 201 177 165 127
all-images-CVIU11-pattern43-target25 14 0 107 131 411 376 321 263
all-images-CVIU11-pattern43-target26 14 0 58 82 307 359 222 219
all-images-CVIU11-pattern43-target27 14 0 128 129 550 515 386 353
all-images-CVIU11-pattern43-target28 14 0 30 45 227 183 193 149
all-images-CVIU11-pattern43-target29 14 0 454 388 1250 1392 969 875
all-images-CVIU11-pattern43-target3 14 0 309 287 1109 1130 865 645
all-images-CVIU11-pattern43-target30 14 0 353 383 1090 969 812 704
all-images-CVIU11-pattern43-target31 14 0 293 368 949 890 804 575
all-images-CVIU11-pattern43-target32 14 0 413 411 1231 1461 1039 937
all-images-CVIU11-pattern43-target33 14 0 566 382 1314 1374 945 885
all-images-CVIU11-pattern43-target34 14 0 193 144 542 595 417 382
all-images-CVIU11-pattern43-target35 14 0 397 353 1546 1283 912 880
all-images-CVIU11-pattern43-target36 14 0 165 109 421 463 293 306
all-images-CVIU11-pattern43-target37 14 0 372 502 1124 1181 895 818
all-images-CVIU11-pattern43-target38 14 0 298 302 1099 1197 694 779
all-images-CVIU11-pattern43-target39 14 0 106 123 450 515 375 308
all-images-CVIU11-pattern43-target4 14 0 209 203 964 921 836 574
all-images-CVIU11-pattern43-target40 14 0 140 147 553 637 429 382
all-images-CVIU11-pattern43-target41 14 0 155 183 515 540 410 363
all-images-CVIU11-pattern43-target42 14 0 325 169 593 568 476 395
all-images-CVIU11-pattern43-target43 14 0 282 298 1118 1209 922 721
all-images-CVIU11-pattern43-target44 14 0 394 513 1219 1537 1176 934
all-images-CVIU11-pattern43-target45 14 0 379 388 1217 1212 810 885
all-images-CVIU11-pattern43-target46 14 0 150 176 556 524 384 389
all-images-CVIU11-pattern43-target47 14 0 326 518 1090 1090 900 740
all-images-CVIU11-pattern43-target48 14 0 114 95 437 385 329 283
all-images-CVIU11-pattern43-target49 14 0 139 140 544 596 360 388
all-images-CVIU11-pattern43-target5 14 0 325 427 1159 1105 872 775
all-images-CVIU11-pattern43-target50 14 0 478 477 1289 1227 837 810
all-images-CVIU11-pattern43-target51 14 0 171 110 522 510 416 336
all-images-CVIU11-pattern43-target52 14 0 253 245 459 542 415 341
all-images-CVIU11-pattern43-target53 14 0 98 125 408 408 302 263
all-images-CVIU11-pattern43-target54 14 0 91 134 446 431 259 264
all-images-CVIU11-pattern43-target55 14 0 73 88 401 405 300 253
all-images-CVIU11-pattern43-target56 14 0 65 58 374 384 234 226
all-images-CVIU11-pattern43-target57 14 0 390 501 1382 1455 941 936
all-images-CVIU11-pattern43-target58 14 0 70 133 375 368 243 227
all-images-CVIU11-pattern43-target59 14 0 313 344 1191 1307 750 712
all-images-CVIU11-pattern43-target6 14 0 356 367 1203 1170 879 723
all-images-CVIU11-pattern43-target60 14 0 120 153 550 533 347 342
all-images-CVIU11-pattern43-target61 14 0 311 270 1115 1003 752 707
all-images-CVIU11-pattern43-target62 14 0 365 317 1208 1385 974 748
all-images-CVIU11-pattern43-target63 14 0 269 345 937 1012 672 635
all-images-CVIU11-pattern43-target64 14 0 175 159 570 579 330 372
all-images-CVIU11-pattern43-target65 14 0 132 174 535 571 338 344
all-images-CVIU11-pattern43-target66 14 0 108 102 396 418 259 261
all-images-CVIU11-pattern43-target67 14 0 317 320 1264 1214 874 795
all-images-CVIU11-pattern43-target68 14 0 392 445 1250 1287 814 871
all-images-CVIU11-pattern43-target69 14 0 556 449 1255 1229 1032 945
all-images-CVIU11-pattern43-target7 14 0 362 296 963 1054 813 698
all-images-CVIU11-pattern43-target70 14 0 340 326 1255 1239 767 802
all-images-CVIU11-pattern43-target71 14 0 334 326 1300 1130 911 680
all-images-CVIU11-pattern43-target72 14 0 240 225 1053 1053 655 624
all-images-CVIU11-pattern43-target73 14 0 330 416 1243 1235 950 795
all-images-CVIU11-pattern43-target74 14 0 398 395 1185 1152 915 843
all-images-CVIU11-pattern43-target75 14 0 431 478 1203 1224 732 860
all-images-CVIU11-pattern43-target76 14 0 373 525 1190 1543 860 900
all-images-CVIU11-pattern43-target77 14 0 471 429 1696 1163 983 900
all-images-CVIU11-pattern43-target78 14 0 430 373 1217 1417 943 833
all-images-CVIU11-pattern43-target79 14 0 104 99 346 386 260 229
all-images-CVIU11-pattern43-target8 14 0 138 205 482 556 379 359
all-images-CVIU11-pattern43-target80 14 0 96 91 410 391 267 263
all-images-CVIU11-pattern43-target81 14 0 157 124 502 538 408 343
all-images-CVIU11-pattern43-target82 14 0 302 248 690 601 459 425
all-images-CVIU11-pattern43-target83 14 0 234 295 1018 990 789 606
all-images-CVIU11-pattern43-target84 14 0 13 26 148 153 121 103
all-images-CVIU11-pattern43-target85 14 0 325 417 1018 968 857 687
all-images-CVIU11-pattern43-target86 14 0 162 179 569 560 361 370
all-images-CVIU11-pattern43-target87 14 0 180 232 602 578 392 356
all-images-CVIU11-pattern43-target88 14 0 332 294 1080 1035 857 652
all-images-CVIU11-pattern43-target89 14 0 91 96 431 430 287 272
all-images-CVIU11-pattern43-target9 14 0 130 117 532 489 423 342
all-images-CVIU11-pattern43-target90 14 0 80 60 289 330 172 218
all-images-CVIU11-pattern43-target91 14 0 25 26 185 165 135 122
all-images-CVIU11-pattern43-target92 14 0 354 344 1468 1235 933 862
all-images-CVIU11-pattern43-target93 14 0 273 155 642 661 442 415
all-images-CVIU11-pattern43-target94 14 0 252 277 1154 1009 925 688
all-images-CVIU11-pattern43-target95 14 0 54 45 232 217 160 142
all-images-CVIU11-pattern43-target96 14 0 109 140 457 451 320 288
all-images-CVIU11-pattern43-target97 14 0 102 168 451 460 271 281
all-images-CVIU11-pattern43-target98 14 0 77 42 264 267 208 169
all-images-CVIU11-pattern43-target99 14 0 224 261 1083 996 890 624
all-images-CVIU11-pattern44-target1 14 0 217 241 1168 988 891 672
all-images-CVIU11-pattern44-target10 14 0 131 148 608 729 419 394
all-images-CVIU11-pattern44-target100 14 0 60 44 242 282 275 191
all-images-CVIU11-pattern44-target101 14 0 40 42 286 300 235 189
all-images-CVIU11-pattern44-target102 14 0 117 140 465 514 327 289
all-images-CVIU11-pattern44-target103 14 0 107 89 558 512 454 321
all-images-CVIU11-pattern44-target104 14 0 225 221 1295 1355 950 663
all-images-CVIU11-pattern44-target105 14 0 216 227 1132 1276 921 659
all-images-CVIU11-pattern44-target106 14 0 215 163 650 681 572 398
all-images-CVIU11-pattern44-target107 14 0 121 162 563 515 440 351
all-images-CVIU11-pattern44-target108 14 0 351 370 1642 1933 928 946
all-images-CVIU11-pattern44-target109 14 0 219 224 1272 1240 926 691
all-images-CVIU11-pattern44-target11 14 0 109 69 529 428 337 254
all-images-CVIU11-pattern44-target110 14 0 75 81 553 515 466 291
all-images-CVIU11-pattern44-target111 14 0 92 118 459 467 427 280
all-images-CVIU11-pattern44-target112 14 0 82 84 475 456 347 279
all-images-CVIU11-pattern44-target113 14 0 106 93 541 513 416 314
all-images-CVIU11-pattern44-target114 14 1 92 52 439 424 367 244
all-images-CVIU11-pattern44-target115 14 0 140 174 700 699 543 395
all-images-CVIU11-pattern44-target116 14 0 388 465 1559 1557 1235 982
all-images-CVIU11-pattern44-target117 14 0 284 262 1041 1082 814 663
all-images-CVIU11-pattern44-target118 14 0 166 221 715 581 535 378
all-images-CVIU11-pattern44-target119 14 0 461 332 1677 1917 866 925
all-images-CVIU11-pattern44-target12 14 0 198 161 771 705 636 443
all-images-CVIU11-pattern44-target120 14 0 229 220 1192 1279 816 690
all-images-CVIU11-pattern44-target121 14 0 315 329 1122 1206 958 795
all-images-CVIU11-pattern44-target122 14 0 147 163 604 582 547 376
all-images-CVIU11-pattern44-target123 14 0 323 325 1260 1238 927 855
all-images-CVIU11-pattern44-target124 14 0 177 152 799 728 572 407
all-images-CVIU11-pattern44-target125 14 0 282 242 1206 1262 878 727
all-images-CVIU11-pattern44-target126 14 0 37 26 225 218 193 145
all-images-CVIU11-pattern44-target127 14 0 36 29 267 261 219 181
all-images-CVIU11-pattern44-target128 14 0 254 365 1126 1148 887 715
all-images-CVIU11-pattern44-target129 14 0 42 65 275 277 214 184
all-images-CVIU11-pattern44-target13 14 0 199 159 817 820 544 444
all-images-CVIU11-pattern44-target130 14 0 43 52 279 285 249 186
all-images-CVIU11-pattern44-target131 14 0 95 82 502 464 368 288
all-images-CVIU11-pattern44-target132 14 0 188 153 596 533 487 336
all-images-CVIU11-pattern44-target133 14 0 102 141 516 536 486 308
all-images-CVIU11-pattern44-target134 14 0 138 240 585 606 505 357
all-images-CVIU11-pattern44-target135 14 0 141 108 546 531 400 322
all-images-CVIU11-pattern44-target136 14 0 113 140 574 549 476 351
all-images-CVIU11-pattern44-target137 14 0 49 44 282 294 253 190
all-images-CVIU11-pattern44-target138 14 0 457 489 1315 1279 1229 946
all-images-CVIU11-pattern44-target139 14 0 56 101 392 391 294 233
all-images-CVIU11-pattern44-target14 14 0 52 44 296 272 230 186
all-images-CVIU11-pattern44-target140 14 0 78 77 452 470 346 256
all-images-CVIU11-pattern44-target141 14 0 48 47 335 340 260 207
all-images-CVIU11-pattern44-target142 14 0 97 116 658 533 534 326
all-images-CVIU11-pattern44-target143 14 0 109 108 509 496 422 272
all-images-CVIU11-pattern44-target144 14 0 140 197 633 588 572 380
all-images-CVIU11-pattern44-target145 14 0 62 60 363 396 275 237
all-images-CVIU11-pattern44-target146 14 0 241 255 1276 1244 989 748
all-images-CVIU11-pattern44-target15 14 0 26 26 218 229 194 152
all-images-CVIU11-pattern44-target16 14 0 60 54 425 424 279 244
all-images-CVIU11-pattern44-target17 14 0 224 291 1213 1317 845 707
all-images-CVIU11-pattern44-target18 14 0 326 329 1044 1178 828 695
all-images-CVIU11-pattern44-target19 14 0 465 509 1764 1867 1105 1073
all-images-CVIU11-pattern44-target2 14 0 149 234 691 752 507 399
all-images-CVIU11-pattern44-target20 14 0 268 355 1399 1240 1024 776
all-images-CVIU11-pattern44-target21 14 0 201 170 653 779 573 430
all-images-CVIU11-pattern44-target22 14 0 99 118 542 541 464 330
all-images-CVIU11-pattern44-target23 14 0 245 290 1135 1032 931 688
all-images-CVIU11-pattern44-target24 14 0 30 48 279 245 190 162
all-images-CVIU11-pattern44-target25 14 0 101 83 571 577 396 310
all-images-CVIU11-pattern44-target26 14 0 104 55 375 427 295 245
all-images-CVIU11-pattern44-target27 14 0 196 136 734 694 466 385
all-images-CVIU11-pattern44-target28 14 0 57 41 292 291 244 181
all-images-CVIU11-pattern44-target29 14 0 406 411 1675 1694 1117 962
all-images-CVIU11-pattern44-target3 14 0 274 270 1244 1193 884 735
all-images-CVIU11-pattern44-target30 14 0 349 347 1358 1321 1007 810
all-images-CVIU11-pattern44-target31 14 0 199 206 1278 981 906 662
all-images-CVIU11-pattern44-target32 14 0 421 476 1747 1550 1384 1087
all-images-CVIU11-pattern44-target33 14 0 381 419 1751 1885 1230 977
all-images-CVIU11-pattern44-target34 14 0 256 179 571 680 604 415
all-images-CVIU11-pattern44-target35 14 0 459 436 1619 1658 1054 969
all-images-CVIU11-pattern44-target36 14 0 128 122 609 619 465 344
all-images-CVIU11-pattern44-target37 14 0 376 394 1606 1204 1057 911
all-images-CVIU11-pattern44-target38 14 0 418 435 1589 1289 1075 879
all-images-CVIU11-pattern44-target39 14 0 151 172 682 631 473 355
all-images-CVIU11-pattern44-target4 14 0 265 299 992 1082 928 646
all-images-CVIU11-pattern44-target40 14 0 219 168 702 715 533 427
all-images-CVIU11-pattern44-target41 14 0 136 148 633 638 429 399
all-images-CVIU11-pattern44-target42 14 0 217 175 678 714 645 435
all-images-CVIU11-pattern44-target43 14 0 282 424 1187 1234 1001 815
all-images-CVIU11-pattern44-target44 14 0 413 413 1686 1800 1261 1091
all-images-CVIU11-pattern44-target45 14 0 427 554 1444 1449 1087 973
all-images-CVIU11-pattern44-target46 14 0 196 192 671 703 534 421
all-images-CVIU11-pattern44-target47 14 0 291 326 1225 1446 841 835
all-images-CVIU11-pattern44-target48 14 0 90 92 501 503 446 313
all-images-CVIU11-pattern44-target49 14 0 202 150 679 744 552 415
all-images-CVIU11-pattern44-target5 14 0 298 347 1431 1614 937 881
all-images-CVIU11-pattern44-target50 14 0 499 421 1331 1373 1050 907
all-images-CVIU11-pattern44-target51 14 0 136 134 566 594 575 386
all-images-CVIU11-pattern44-target52 14 0 141 181 674 746 565 380
all-images-CVIU11-pattern44-target53 14 0 127 85 525 497 453 294
all-images-CVIU11-pattern44-target54 14 0 115 139 525 524 400 299
all-images-CVIU11-pattern44-target55 14 0 136 77 489 462 361 288
all-images-CVIU11-pattern44-target56 14 0 65 76 419 426 320 260
all-images-CVIU11-pattern44-target57 14 0 534 501 1760 1662 1211 1089
all-images-CVIU11-pattern44-target58 14 0 82 67 454 462 317 264
all-images-CVIU11-pattern44-target59 14 0 279 337 1250 1292 902 800
all-images-CVIU11-pattern44-target6 14 0 310 284 1556 1278 1003 817
all-images-CVIU11-pattern44-target60 14 0 147 182 665 664 572 394
all-images-CVIU11-pattern44-target61 14 0 308 339 1283 1218 925 797
all-images-CVIU11-pattern44-target62 14 0 334 330 1371 1268 915 843
all-images-CVIU11-pattern44-target63 14 0 294 231 1165 1198 1031 704
all-images-CVIU11-pattern44-target64 14 0 146 146 701 765 591 393
all-images-CVIU11-pattern44-target65 14 0 161 158 664 703 597 404
all-images-CVIU11-pattern44-target66 14 0 96 86 531 509 384 296
all-images-CVIU11-pattern44-target67 14 0 375 405 1566 1311 1060 896
all-images-CVIU11-pattern44-target68 14 0 458 400 1570 1539 1026 953
all-images-CVIU11-pattern44-target69 14 0 626 397 1691 1997 1159 1097
all-images-CVIU11-pattern44-target7 14 0 302 271 1194 1355 929 782
all-images-CVIU11-pattern44-target70 14 0 325 394 1297 1405 979 897
all-images-CVIU11-pattern44-target71 14 0 266 301 1266 1137 972 769
all-images-CVIU11-pattern44-target72 14 0 251 287 1182 1091 825 691
all-images-CVIU11-pattern44-target73 14 0 374 379 1315 1307 1017 886
all-images-CVIU11-pattern44-target74 14 0 437 397 1615 1795 1045 941
all-images-CVIU11-pattern44-target75 14 0 388 398 1593 1792 1098 944
all-images-CVIU11-pattern44-target76 14 0 414 420 1868 1694 1240 984
all-images-CVIU11-pattern44-target77 14 0 395 480 1472 1428 1157 982
all-images-CVIU11-pattern44-target78 14 0 429 412 1500 1435 1111 939
all-images-CVIU11-pattern44-target79 14 0 73 79 428 387 381 261
all-images-CVIU11-pattern44-target8 14 0 175 128 659 750 528 377
all-images-CVIU11-pattern44-target80 14 0 84 120 528 513 446 311
all-images-CVIU11-pattern44-target81 14 0 132 149 666 681 480 394
all-images-CVIU11-pattern44-target82 14 0 218 267 819 779 618 457
all-images-CVIU11-pattern44-target83 14 0 264 246 1117 1179 863 689
all-images-CVIU11-pattern44-target84 14 0 28 19 178 158 158 129
all-images-CVIU11-pattern44-target85 14 0 327 288 1274 1245 945 757
all-images-CVIU11-pattern44-target86 14 0 201 142 732 745 575 407
all-images-CVIU11-pattern44-target87 14 0 134 164 665 627 578 388
all-images-CVIU11-pattern44-target88 14 0 237 389 1065 1250 857 738
