instance family sat restarting3 restarting3con10000 parallel3t32 parallel3t32con10000 nonsharing3t32 mpi3h6t16npn2bt32con10000
all-meshes-CVIU11-pattern5-target367 13 0 77 75 35 38 32 83
all-meshes-CVIU11-pattern5-target368 13 0 106 114 101 97 97 121
all-meshes-CVIU11-pattern5-target369 13 0 199 255 126 143 152 252
all-meshes-CVIU11-pattern5-target37 13 0 7 11 15 14 13 12
all-meshes-CVIU11-pattern5-target370 13 0 216 169 139 119 94 187
all-meshes-CVIU11-pattern5-target378 13 0 291 324 131 119 149 286
all-meshes-CVIU11-pattern5-target379 13 0 83 81 48 49 54 89
all-meshes-CVIU11-pattern5-target38 13 0 140 203 479 451 339 349
all-meshes-CVIU11-pattern5-target380 13 0 146 191 114 108 110 198
all-meshes-CVIU11-pattern5-target381 13 0 10 12 15 16 16 16
all-meshes-CVIU11-pattern5-target382 13 0 838 888 301 326 337 863
all-meshes-CVIU11-pattern5-target383 13 0 49 54 24 28 24 61
all-meshes-CVIU11-pattern5-target384 13 0 186 181 102 98 112 186
all-meshes-CVIU11-pattern5-target385 13 0 495 392 675 699 478 644
all-meshes-CVIU11-pattern5-target386 13 0 8 5 9 10 7 9
all-meshes-CVIU11-pattern5-target387 13 0 54 62 38 40 37 71
all-meshes-CVIU11-pattern5-target388 13 0 423 463 497 478 446 574
all-meshes-CVIU11-pattern5-target389 13 0 409 449 183 184 211 440
all-meshes-CVIU11-pattern5-target39 13 0 2 2 7 8 7 3
all-meshes-CVIU11-pattern5-target390 13 0 292 312 183 154 189 344
all-meshes-CVIU11-pattern5-target391 13 0 1161 1332 381 435 377 1343
all-meshes-CVIU11-pattern5-target392 13 0 5 5 10 9 7 8
all-meshes-CVIU11-pattern5-target393 13 0 47 47 37 37 37 63
all-meshes-CVIU11-pattern5-target394 13 0 33 38 19 19 16 40
all-meshes-CVIU11-pattern5-target395 13 0 310 368 172 143 195 335
all-meshes-CVIU11-pattern5-target396 13 0 32 31 24 24 20 32
all-meshes-CVIU11-pattern5-target397 13 0 249 347 131 123 143 317
all-meshes-CVIU11-pattern5-target398 13 0 995 881 315 349 319 974
all-meshes-CVIU11-pattern5-target399 13 0 53 92 61 54 64 90
all-meshes-CVIU11-pattern5-target4 13 0 9 8 13 17 13 15
all-meshes-CVIU11-pattern5-target40 13 0 30 24 21 22 19 37
all-meshes-CVIU11-pattern5-target400 13 0 74 52 55 61 59 91
all-meshes-CVIU11-pattern5-target401 13 0 372 318 124 123 152 316
all-meshes-CVIU11-pattern5-target402 13 0 6 5 11 11 12 6
all-meshes-CVIU11-pattern5-target403 13 0 48 33 34 36 37 61
all-meshes-CVIU11-pattern5-target404 13 0 123 112 62 70 61 112
all-meshes-CVIU11-pattern5-target405 13 0 360 355 181 173 171 327
all-meshes-CVIU11-pattern5-target406 13 0 40 51 32 31 32 55
all-meshes-CVIU11-pattern5-target407 13 0 3 3 12 12 11 6
all-meshes-CVIU11-pattern5-target408 13 0 4 5 13 13 13 7
all-meshes-CVIU11-pattern5-target409 13 0 6 4 14 13 14 10
all-meshes-CVIU11-pattern5-target41 13 0 253 174 115 110 131 209
all-meshes-CVIU11-pattern5-target410 13 0 3 6 8 10 10 7
all-meshes-CVIU11-pattern5-target411 13 0 60 60 48 52 49 72
all-meshes-CVIU11-pattern5-target412 13 0 3 3 11 11 11 4
all-meshes-CVIU11-pattern5-target413 13 0 2 2 11 10 11 4
all-meshes-CVIU11-pattern5-target414 13 0 12 8 14 15 14 13
all-meshes-CVIU11-pattern5-target415 13 0 118 108 66 59 58 113
all-meshes-CVIU11-pattern5-target416 13 0 4 5 10 11 9 7
all-meshes-CVIU11-pattern5-target417 13 0 6 5 13 12 12 7
all-meshes-CVIU11-pattern5-target418 13 0 11 11 15 17 13 18
all-meshes-CVIU11-pattern5-target419 13 0 18 18 19 21 16 26
all-meshes-CVIU11-pattern5-target42 13 0 124 109 92 84 91 130
all-meshes-CVIU11-pattern5-target420 13 0 580 548 202 206 226 560
all-meshes-CVIU11-pattern5-target421 13 0 32 32 25 23 24 40
all-meshes-CVIU11-pattern5-target422 13 0 57 50 46 46 50 69
all-meshes-CVIU11-pattern5-target423 13 0 22 33 22 23 19 45
all-meshes-CVIU11-pattern5-target424 13 0 156 204 89 92 74 184
all-meshes-CVIU11-pattern5-target425 13 0 12 13 17 16 18 20
all-meshes-CVIU11-pattern5-target427 13 0 49 54 21 23 19 62
all-meshes-CVIU11-pattern5-target428 13 0 622 690 200 208 236 619
all-meshes-CVIU11-pattern5-target429 13 0 10 10 17 19 16 15
all-meshes-CVIU11-pattern5-target43 13 0 525 681 233 197 260 593
all-meshes-CVIU11-pattern5-target430 13 0 376 300 142 150 142 346
all-meshes-CVIU11-pattern5-target431 13 0 436 423 207 239 215 417
all-meshes-CVIU11-pattern5-target432 13 0 49 44 29 26 25 52
all-meshes-CVIU11-pattern5-target433 13 0 192 136 80 93 70 162
all-meshes-CVIU11-pattern5-target434 13 0 510 374 203 240 259 449
all-meshes-CVIU11-pattern5-target435 13 0 139 114 79 77 74 149
all-meshes-CVIU11-pattern5-target436 13 0 295 281 118 111 105 274
all-meshes-CVIU11-pattern5-target437 13 0 2 2 12 12 11 4
all-meshes-CVIU11-pattern5-target438 13 0 348 389 190 158 181 355
all-meshes-CVIU11-pattern5-target439 13 0 141 143 79 66 79 142
all-meshes-CVIU11-pattern5-target44 13 0 68 73 82 75 61 76
all-meshes-CVIU11-pattern5-target440 13 0 34 25 23 23 21 53
all-meshes-CVIU11-pattern5-target441 13 0 293 264 128 116 128 285
all-meshes-CVIU11-pattern5-target442 13 0 124 136 90 85 87 146
all-meshes-CVIU11-pattern5-target443 13 0 176 151 87 95 73 180
all-meshes-CVIU11-pattern5-target444 13 0 374 520 460 449 341 529
all-meshes-CVIU11-pattern5-target446 13 0 149 197 335 376 202 308
all-meshes-CVIU11-pattern5-target447 13 0 512 515 545 591 411 699
all-meshes-CVIU11-pattern5-target448 13 0 202 245 112 110 115 262
all-meshes-CVIU11-pattern5-target449 13 0 281 306 178 189 148 334
all-meshes-CVIU11-pattern5-target45 13 0 97 95 56 55 47 101
all-meshes-CVIU11-pattern5-target450 13 0 238 238 139 115 134 267
all-meshes-CVIU11-pattern5-target451 13 0 159 122 89 87 96 152
all-meshes-CVIU11-pattern5-target452 13 0 815 780 268 270 277 884
all-meshes-CVIU11-pattern5-target453 13 0 222 190 114 100 120 210
all-meshes-CVIU11-pattern5-target454 13 0 435 458 259 221 261 449
all-meshes-CVIU11-pattern5-target455 13 0 108 106 58 69 65 113
all-meshes-CVIU11-pattern5-target456 13 0 938 919 302 346 310 941
all-meshes-CVIU11-pattern5-target457 13 0 64 76 46 62 50 81
all-meshes-CVIU11-pattern5-target458 13 0 203 150 91 81 99 206
all-meshes-CVIU11-pattern5-target459 13 0 435 496 612 615 506 716
all-meshes-CVIU11-pattern5-target46 13 0 30 29 26 27 27 43
all-meshes-CVIU11-pattern5-target460 13 0 113 104 60 51 63 107
all-meshes-CVIU11-pattern5-target461 13 0 1209 1174 367 377 353 1153
all-meshes-CVIU11-pattern5-target462 13 0 8 10 15 17 18 17
all-meshes-CVIU11-pattern5-target463 13 0 11 8 11 10 11 13
all-meshes-CVIU11-pattern5-target464 13 0 665 520 683 653 527 833
all-meshes-CVIU11-pattern5-target465 13 0 86 79 67 62 71 102
all-meshes-CVIU11-pattern5-target466 13 0 2 2 10 11 9 3
all-meshes-CVIU11-pattern5-target467 13 0 529 556 218 215 203 542
all-meshes-CVIU11-pattern5-target468 13 0 88 91 73 73 73 107
all-meshes-CVIU11-pattern5-target469 13 0 667 550 264 220 261 552
all-meshes-CVIU11-pattern5-target47 13 0 4 4 12 12 12 6
all-meshes-CVIU11-pattern5-target470 13 0 42 57 147 139 96 128
all-meshes-CVIU11-pattern5-target471 13 0 410 381 163 172 184 405
all-meshes-CVIU11-pattern5-target472 13 0 9 10 11 12 9 11
all-meshes-CVIU11-pattern5-target473 13 0 87 97 68 79 73 99
all-meshes-CVIU11-pattern5-target474 13 0 157 146 83 86 68 155
all-meshes-CVIU11-pattern5-target475 13 0 20 21 24 23 21 37
all-meshes-CVIU11-pattern5-target476 13 0 287 208 192 162 178 252
all-meshes-CVIU11-pattern5-target477 13 0 6 5 12 13 10 7
all-meshes-CVIU11-pattern5-target478 13 0 13 8 14 14 13 17
all-meshes-CVIU11-pattern5-target479 13 0 805 724 270 296 339 796
all-meshes-CVIU11-pattern5-target48 13 0 195 198 320 355 227 327
all-meshes-CVIU11-pattern5-target481 13 0 143 144 87 101 74 140
all-meshes-CVIU11-pattern5-target482 13 0 2 2 14 13 13 4
all-meshes-CVIU11-pattern5-target483 13 0 530 507 192 181 213 528
all-meshes-CVIU11-pattern5-target484 13 0 433 439 202 197 209 440
all-meshes-CVIU11-pattern5-target485 13 0 34 35 23 23 22 38
all-meshes-CVIU11-pattern5-target486 13 0 1 3 9 10 8 4
all-meshes-CVIU11-pattern5-target487 13 0 703 648 241 236 268 701
all-meshes-CVIU11-pattern5-target488 13 0 278 303 156 181 165 226
all-meshes-CVIU11-pattern5-target489 13 0 376 435 167 174 161 366
all-meshes-CVIU11-pattern5-target49 13 0 16 28 19 20 18 31
all-meshes-CVIU11-pattern5-target490 13 0 39 49 27 30 30 55
all-meshes-CVIU11-pattern5-target491 13 0 124 102 60 71 61 123
all-meshes-CVIU11-pattern5-target492 13 0 5 3 11 11 9 5
all-meshes-CVIU11-pattern5-target493 13 0 34 29 35 37 40 56
all-meshes-CVIU11-pattern5-target494 13 0 17 32 17 17 15 32
all-meshes-CVIU11-pattern5-target495 13 0 262 239 163 148 156 235
all-meshes-CVIU11-pattern5-target496 13 0 59 41 31 31 32 61
all-meshes-CVIU11-pattern5-target497 13 0 96 96 50 47 45 110
all-meshes-CVIU11-pattern5-target498 13 0 10 5 11 13 10 11
all-meshes-CVIU11-pattern5-target499 13 0 24 14 24 24 24 30
all-meshes-CVIU11-pattern5-target5 13 0 2 2 7 8 7 3
all-meshes-CVIU11-pattern5-target50 13 0 93 93 52 56 53 95
all-meshes-CVIU11-pattern5-target500 13 0 12 15 22 23 21 24
all-meshes-CVIU11-pattern5-target501 13 0 457 439 205 190 213 462
all-meshes-CVIU11-pattern5-target502 13 0 73 71 63 63 62 117
all-meshes-CVIU11-pattern5-target503 13 0 85 131 71 78 76 108
all-meshes-CVIU11-pattern5-target504 13 0 164 160 64 58 75 140
all-meshes-CVIU11-pattern5-target505 13 0 572 584 223 227 255 582
all-meshes-CVIU11-pattern5-target506 13 0 5 4 12 13 13 6
all-meshes-CVIU11-pattern5-target507 13 0 12 8 19 18 18 20
all-meshes-CVIU11-pattern5-target508 13 0 91 134 76 69 73 138
all-meshes-CVIU11-pattern5-target509 13 0 47 51 34 27 32 56
all-meshes-CVIU11-pattern5-target51 13 0 75 78 45 46 39 83
all-meshes-CVIU11-pattern5-target510 13 0 614 603 247 243 242 548
all-meshes-CVIU11-pattern5-target511 13 0 570 446 654 634 414 710
all-meshes-CVIU11-pattern5-target512 13 0 7 10 14 16 15 17
all-meshes-CVIU11-pattern5-target513 13 0 51 55 38 40 41 58
all-meshes-CVIU11-pattern5-target514 13 0 24 24 23 26 23 32
all-meshes-CVIU11-pattern5-target515 13 0 43 41 36 32 30 47
all-meshes-CVIU11-pattern5-target517 13 0 521 598 262 245 278 503
all-meshes-CVIU11-pattern5-target518 13 0 223 221 122 127 133 213
all-meshes-CVIU11-pattern5-target519 13 0 3 2 13 12 12 6
all-meshes-CVIU11-pattern5-target52 13 0 34 32 23 25 23 38
all-meshes-CVIU11-pattern5-target520 13 0 621 596 246 219 281 541
all-meshes-CVIU11-pattern5-target521 13 0 35 44 32 34 34 55
all-meshes-CVIU11-pattern5-target522 13 0 204 208 95 104 91 168
all-meshes-CVIU11-pattern5-target523 13 0 8 8 13 15 12 9
all-meshes-CVIU11-pattern5-target524 13 0 29 33 30 29 25 46
all-meshes-CVIU11-pattern5-target525 13 0 340 288 495 487 375 515
all-meshes-CVIU11-pattern5-target526 13 0 27 43 25 28 27 51
all-meshes-CVIU11-pattern5-target527 13 0 42 60 30 37 37 67
all-meshes-CVIU11-pattern5-target528 13 0 860 856 266 270 303 869
all-meshes-CVIU11-pattern5-target529 13 0 14 15 19 19 20 22
all-meshes-CVIU11-pattern5-target53 13 0 73 80 57 58 59 98
all-meshes-CVIU11-pattern5-target530 13 0 6 8 12 13 13 10
all-meshes-CVIU11-pattern5-target54 13 0 70 63 48 56 44 92
all-meshes-CVIU11-pattern5-target55 13 0 249 310 124 118 146 280
all-meshes-CVIU11-pattern5-target56 13 0 22 26 16 18 13 27
all-meshes-CVIU11-pattern5-target57 13 0 497 497 238 241 229 430
all-meshes-CVIU11-pattern5-target58 13 0 4 6 15 14 14 11
all-meshes-CVIU11-pattern5-target59 13 0 32 31 28 25 26 46
all-meshes-CVIU11-pattern5-target6 13 0 116 135 70 76 74 172
all-meshes-CVIU11-pattern5-target60 13 0 41 47 24 26 19 51
all-meshes-CVIU11-pattern5-target61 13 0 32 37 25 29 22 47
all-meshes-CVIU11-pattern5-target62 13 0 34 34 27 25 28 49
all-meshes-CVIU11-pattern5-target63 13 0 32 35 25 27 24 51
all-meshes-CVIU11-pattern5-target64 13 0 32 22 22 25 24 46
all-meshes-CVIU11-pattern5-target65 13 0 1045 944 375 364 373 1121
all-meshes-CVIU11-pattern5-target66 13 0 192 192 137 146 142 211
all-meshes-CVIU11-pattern5-target67 13 0 5 3 11 10 11 6
all-meshes-CVIU11-pattern5-target68 13 0 695 787 311 318 298 779
all-meshes-CVIU11-pattern5-target69 13 0 18 18 15 15 12 28
all-meshes-CVIU11-pattern5-target7 13 0 9 6 12 12 10 15
all-meshes-CVIU11-pattern5-target70 13 0 731 716 300 312 291 729
all-meshes-CVIU11-pattern5-target72 13 0 126 93 66 56 65 129
all-meshes-CVIU11-pattern5-target73 13 0 64 78 47 48 49 73
all-meshes-CVIU11-pattern5-target74 13 0 272 212 126 143 105 198
all-meshes-CVIU11-pattern5-target76 13 0 467 486 190 201 211 523
all-meshes-CVIU11-pattern5-target77 13 0 195 175 85 92 95 189
all-meshes-CVIU11-pattern5-target78 13 0 62 66 34 37 33 69
all-meshes-CVIU11-pattern5-target79 13 0 792 792 250 286 263 809
all-meshes-CVIU11-pattern5-target8 13 0 10 10 17 16 17 20
all-meshes-CVIU11-pattern5-target80 13 0 247 316 145 142 168 285
all-meshes-CVIU11-pattern5-target81 13 0 21 36 22 22 18 45
all-meshes-CVIU11-pattern5-target82 13 0 116 79 64 71 75 132
all-meshes-CVIU11-pattern5-target83 13 0 613 655 249 239 241 639
all-meshes-CVIU11-pattern5-target84 13 0 158 103 65 63 55 132
all-meshes-CVIU11-pattern5-target85 13 0 297 216 125 108 138 240
all-meshes-CVIU11-pattern5-target86 13 0 1073 1116 407 448 458 1252
all-meshes-CVIU11-pattern5-target87 13 0 596 563 223 242 296 610
all-meshes-CVIU11-pattern5-target88 13 0 15 10 17 18 15 21
all-meshes-CVIU11-pattern5-target89 13 0 181 139 127 125 113 194
all-meshes-CVIU11-pattern5-target9 13 0 24 25 14 20 17 32
all-meshes-CVIU11-pattern5-target90 13 0 621 637 248 247 230 633
all-meshes-CVIU11-pattern5-target91 13 0 44 56 31 36 27 60
all-meshes-CVIU11-pattern5-target92 13 0 6 6 11 12 10 13
all-meshes-CVIU11-pattern5-target93 13 0 649 626 270 252 290 726
all-meshes-CVIU11-pattern5-target94 13 0 151 165 112 112 102 163
all-meshes-CVIU11-pattern5-target96 13 0 58 52 37 33 36 68
all-meshes-CVIU11-pattern5-target97 13 0 440 435 167 193 183 454
all-meshes-CVIU11-pattern5-target98 13 0 578 599 237 232 246 510
all-meshes-CVIU11-pattern5-target99 13 0 660 627 259 232 311 677
all-meshes-CVIU11-pattern6-target1 13 0 47 59 198 186 157 154
all-meshes-CVIU11-pattern6-target10 13 0 57 58 254 274 194 190
all-meshes-CVIU11-pattern6-target100 13 0 1070 1073 378 349 362 1007
all-meshes-CVIU11-pattern6-target102 13 0 411 394 721 769 644 684
all-meshes-CVIU11-pattern6-target103 13 0 713 857 877 937 749 1042
all-meshes-CVIU11-pattern6-target104 13 0 4 4 14 13 12 6
all-meshes-CVIU11-pattern6-target106 13 0 43 41 33 33 35 55
all-meshes-CVIU11-pattern6-target107 13 0 731 870 1465 1649 992 1340
all-meshes-CVIU11-pattern6-target108 13 0 88 95 53 51 42 93
all-meshes-CVIU11-pattern6-target109 13 0 23 27 20 23 17 29
all-meshes-CVIU11-pattern6-target11 13 0 21 20 21 22 19 20
all-meshes-CVIU11-pattern6-target110 13 0 26 26 28 28 29 38
all-meshes-CVIU11-pattern6-target111 13 0 77 88 309 320 291 238
all-meshes-CVIU11-pattern6-target112 13 0 607 618 808 845 726 844
all-meshes-CVIU11-pattern6-target113 13 0 82 61 44 52 43 86
all-meshes-CVIU11-pattern6-target114 13 0 34 39 32 30 29 48
all-meshes-CVIU11-pattern6-target115 13 0 20 14 131 134 118 91
all-meshes-CVIU11-pattern6-target116 13 0 18 11 18 18 19 17
all-meshes-CVIU11-pattern6-target117 13 0 10 8 15 15 16 11
all-meshes-CVIU11-pattern6-target118 13 0 6 5 14 14 14 7
all-meshes-CVIU11-pattern6-target119 13 0 75 56 216 244 199 186
all-meshes-CVIU11-pattern6-target12 13 0 4 5 12 12 13 7
all-meshes-CVIU11-pattern6-target120 13 0 37 42 156 161 141 129
all-meshes-CVIU11-pattern6-target121 13 0 7 5 12 13 13 9
all-meshes-CVIU11-pattern6-target122 13 0 18 17 20 21 22 26
all-meshes-CVIU11-pattern6-target123 13 0 19 12 21 23 19 27
all-meshes-CVIU11-pattern6-target124 13 0 196 155 151 135 128 165
all-meshes-CVIU11-pattern6-target125 13 0 46 36 45 44 44 58
all-meshes-CVIU11-pattern6-target126 13 0 1124 912 358 349 368 993
all-meshes-CVIU11-pattern6-target127 13 0 37 32 31 29 28 43
all-meshes-CVIU11-pattern6-target128 13 0 4 5 9 10 8 6
all-meshes-CVIU11-pattern6-target129 13 0 721 907 341 362 311 843
all-meshes-CVIU11-pattern6-target13 13 0 97 66 296 310 250 218
all-meshes-CVIU11-pattern6-target130 13 0 295 352 123 124 167 264
all-meshes-CVIU11-pattern6-target131 13 0 94 81 59 61 45 99
all-meshes-CVIU11-pattern6-target132 13 0 295 237 181 203 166 261
all-meshes-CVIU11-pattern6-target133 13 0 163 244 108 118 100 212
all-meshes-CVIU11-pattern6-target134 13 0 1213 1217 488 435 511 1297
all-meshes-CVIU11-pattern6-target135 13 0 9 11 13 14 13 10
all-meshes-CVIU11-pattern6-target136 13 0 330 277 184 192 151 300
all-meshes-CVIU11-pattern6-target137 13 0 100 93 79 82 65 103
all-meshes-CVIU11-pattern6-target138 13 0 123 105 67 79 80 124
all-meshes-CVIU11-pattern6-target139 13 0 1080 1101 1559 2333 1211 1808
all-meshes-CVIU11-pattern6-target14 13 0 10 14 19 22 21 21
all-meshes-CVIU11-pattern6-target140 13 0 88 88 290 284 213 210
all-meshes-CVIU11-pattern6-target141 13 0 113 101 320 296 278 225
all-meshes-CVIU11-pattern6-target143 13 0 7 4 16 16 14 10
all-meshes-CVIU11-pattern6-target144 13 0 19 30 22 25 21 36
all-meshes-CVIU11-pattern6-target145 13 0 48 46 177 164 178 148
all-meshes-CVIU11-pattern6-target146 13 0 76 90 63 64 72 110
all-meshes-CVIU11-pattern6-target147 13 0 49 76 61 58 58 77
all-meshes-CVIU11-pattern6-target148 13 0 180 184 113 86 104 151
all-meshes-CVIU11-pattern6-target149 13 0 87 95 263 285 243 221
all-meshes-CVIU11-pattern6-target15 13 0 132 135 84 68 91 152
all-meshes-CVIU11-pattern6-target150 13 0 540 465 1029 990 714 891
all-meshes-CVIU11-pattern6-target151 13 0 35 25 28 28 30 37
all-meshes-CVIU11-pattern6-target152 13 0 540 514 987 898 758 895
all-meshes-CVIU11-pattern6-target153 13 0 5 5 11 12 10 7
all-meshes-CVIU11-pattern6-target154 13 0 73 64 66 55 65 89
all-meshes-CVIU11-pattern6-target155 13 0 186 201 585 544 440 420
all-meshes-CVIU11-pattern6-target156 13 0 403 343 174 157 206 372
all-meshes-CVIU11-pattern6-target157 13 0 103 101 367 359 338 292
all-meshes-CVIU11-pattern6-target158 13 0 523 632 836 856 748 838
all-meshes-CVIU11-pattern6-target159 13 0 3 3 14 13 13 6
all-meshes-CVIU11-pattern6-target16 13 0 135 136 104 96 98 147
all-meshes-CVIU11-pattern6-target160 13 0 70 70 226 228 189 175
all-meshes-CVIU11-pattern6-target161 13 0 144 118 80 78 84 133
all-meshes-CVIU11-pattern6-target162 13 0 249 284 699 660 469 558
all-meshes-CVIU11-pattern6-target163 13 0 210 178 396 441 387 342
all-meshes-CVIU11-pattern6-target164 13 0 234 212 509 518 400 406
all-meshes-CVIU11-pattern6-target165 13 0 11 10 18 20 19 17
all-meshes-CVIU11-pattern6-target166 13 0 6 3 13 13 10 6
all-meshes-CVIU11-pattern6-target167 13 0 179 255 653 625 535 481
all-meshes-CVIU11-pattern6-target168 13 0 54 80 253 226 237 194
all-meshes-CVIU11-pattern6-target169 13 0 504 501 804 827 710 785
all-meshes-CVIU11-pattern6-target17 13 0 103 156 66 72 84 140
all-meshes-CVIU11-pattern6-target170 13 0 33 44 31 35 32 47
all-meshes-CVIU11-pattern6-target171 13 0 43 38 29 32 33 55
all-meshes-CVIU11-pattern6-target172 13 0 32 42 29 30 28 45
all-meshes-CVIU11-pattern6-target173 13 0 43 49 264 235 161 178
all-meshes-CVIU11-pattern6-target174 13 0 31 30 27 27 26 37
all-meshes-CVIU11-pattern6-target175 13 0 6 7 11 12 11 8
all-meshes-CVIU11-pattern6-target176 13 0 4 4 13 14 14 7
all-meshes-CVIU11-pattern6-target177 13 0 25 32 26 24 23 34
all-meshes-CVIU11-pattern6-target178 13 0 29 22 30 29 29 39
all-meshes-CVIU11-pattern6-target179 13 0 7 7 108 105 88 77
all-meshes-CVIU11-pattern6-target18 13 0 128 134 80 75 88 145
all-meshes-CVIU11-pattern6-target180 13 0 49 61 186 198 196 161
all-meshes-CVIU11-pattern6-target181 13 0 18 12 138 122 120 96
all-meshes-CVIU11-pattern6-target182 13 0 45 45 27 33 27 59
all-meshes-CVIU11-pattern6-target184 13 0 15 17 17 18 15 20
all-meshes-CVIU11-pattern6-target185 13 0 909 842 1308 1396 1148 1372
all-meshes-CVIU11-pattern6-target186 13 0 1267 1149 2166 1642 1124 1708
all-meshes-CVIU11-pattern6-target187 13 0 680 633 939 879 730 938
all-meshes-CVIU11-pattern6-target188 13 0 108 158 337 331 349 294
all-meshes-CVIU11-pattern6-target189 13 0 282 308 140 116 145 300
all-meshes-CVIU11-pattern6-target19 13 0 129 101 57 66 60 137
all-meshes-CVIU11-pattern6-target190 13 0 29 22 28 26 28 31
all-meshes-CVIU11-pattern6-target191 13 0 667 624 2030 1587 1096 1317
all-meshes-CVIU11-pattern6-target192 13 0 80 116 321 316 300 244
all-meshes-CVIU11-pattern6-target193 13 0 295 293 134 134 150 262
all-meshes-CVIU11-pattern6-target194 13 0 114 157 63 67 72 144
all-meshes-CVIU11-pattern6-target195 13 0 320 319 141 142 184 373
all-meshes-CVIU11-pattern6-target196 13 0 9 10 17 17 17 15
all-meshes-CVIU11-pattern6-target197 13 0 62 62 36 46 39 68
all-meshes-CVIU11-pattern6-target198 13 0 7 9 13 14 12 12
all-meshes-CVIU11-pattern6-target199 13 0 15 21 23 22 18 22
all-meshes-CVIU11-pattern6-target2 13 0 934 949 1618 1550 1168 1482
all-meshes-CVIU11-pattern6-target20 13 0 137 157 89 84 85 159
all-meshes-CVIU11-pattern6-target200 13 0 22 19 21 23 21 31
all-meshes-CVIU11-pattern6-target201 13 0 173 176 132 115 145 182
all-meshes-CVIU11-pattern6-target202 13 0 35 23 29 30 28 37
all-meshes-CVIU11-pattern6-target203 13 0 161 153 111 104 112 166
all-meshes-CVIU11-pattern6-target204 13 0 477 517 210 208 237 562
all-meshes-CVIU11-pattern6-target205 13 0 45 26 28 31 27 46
all-meshes-CVIU11-pattern6-target206 13 0 639 611 291 300 305 703
all-meshes-CVIU11-pattern6-target207 13 0 14 19 20 22 19 25
all-meshes-CVIU11-pattern6-target208 13 0 378 328 170 181 178 298
all-meshes-CVIU11-pattern6-target209 13 0 164 145 106 114 108 176
all-meshes-CVIU11-pattern6-target21 13 0 86 113 63 68 65 119
all-meshes-CVIU11-pattern6-target210 13 0 174 183 336 352 331 299
all-meshes-CVIU11-pattern6-target211 13 0 51 39 39 34 34 56
all-meshes-CVIU11-pattern6-target212 13 0 167 125 77 67 87 147
all-meshes-CVIU11-pattern6-target213 13 0 7 7 17 17 16 15
all-meshes-CVIU11-pattern6-target214 13 0 4 6 14 14 14 7
all-meshes-CVIU11-pattern6-target215 13 0 114 157 111 93 101 167
all-meshes-CVIU11-pattern6-target216 13 0 36 23 22 20 18 35
all-meshes-CVIU11-pattern6-target217 13 0 255 200 557 608 368 446
all-meshes-CVIU11-pattern6-target218 13 0 162 163 521 571 445 414
all-meshes-CVIU11-pattern6-target219 13 0 728 729 256 246 329 739
all-meshes-CVIU11-pattern6-target22 13 0 189 154 98 109 110 166
all-meshes-CVIU11-pattern6-target220 13 0 9 7 13 14 12 9
all-meshes-CVIU11-pattern6-target221 13 0 122 151 385 369 292 287
all-meshes-CVIU11-pattern6-target222 13 0 38 39 31 33 30 53
all-meshes-CVIU11-pattern6-target223 13 0 270 239 127 112 142 262
all-meshes-CVIU11-pattern6-target224 13 0 60 63 28 36 31 68
all-meshes-CVIU11-pattern6-target225 13 0 464 376 227 193 229 445
all-meshes-CVIU11-pattern6-target226 13 0 4 6 11 12 11 7
all-meshes-CVIU11-pattern6-target227 13 0 309 334 180 144 195 388
all-meshes-CVIU11-pattern6-target228 13 0 455 384 237 264 253 426
all-meshes-CVIU11-pattern6-target229 13 0 10 5 12 14 11 10
all-meshes-CVIU11-pattern6-target23 13 0 112 172 81 79 80 150
all-meshes-CVIU11-pattern6-target230 13 0 167 154 121 138 88 177
all-meshes-CVIU11-pattern6-target231 13 0 571 644 874 925 740 936
all-meshes-CVIU11-pattern6-target232 13 0 59 79 229 192 213 186
all-meshes-CVIU11-pattern6-target233 13 0 90 58 234 232 218 191
all-meshes-CVIU11-pattern6-target234 13 0 9 7 13 14 12 12
all-meshes-CVIU11-pattern6-target235 13 0 49 52 33 33 32 54
all-meshes-CVIU11-pattern6-target237 13 0 26 20 24 23 23 28
all-meshes-CVIU11-pattern6-target238 13 0 362 357 738 748 574 733
all-meshes-CVIU11-pattern6-target24 13 0 192 186 73 80 85 155
all-meshes-CVIU11-pattern6-target240 13 0 5 3 15 15 16 8
all-meshes-CVIU11-pattern6-target241 13 0 249 271 674 642 530 515
all-meshes-CVIU11-pattern6-target242 13 0 521 504 683 703 606 714
all-meshes-CVIU11-pattern6-target243 13 0 239 284 534 615 439 517
all-meshes-CVIU11-pattern6-target244 13 0 130 181 94 93 90 184
all-meshes-CVIU11-pattern6-target245 13 0 15 13 23 25 24 25
all-meshes-CVIU11-pattern6-target246 13 0 136 102 324 322 315 262
all-meshes-CVIU11-pattern6-target247 13 0 16 25 22 22 25 30
all-meshes-CVIU11-pattern6-target248 13 0 83 78 245 203 199 185
all-meshes-CVIU11-pattern6-target249 13 0 37 34 31 33 32 47
all-meshes-CVIU11-pattern6-target25 13 0 113 149 72 69 58 148
all-meshes-CVIU11-pattern6-target250 13 0 10 13 16 15 12 19
all-meshes-CVIU11-pattern6-target251 13 0 6 10 19 19 18 16
all-meshes-CVIU11-pattern6-target252 13 0 121 119 134 98 104 151
all-meshes-CVIU11-pattern6-target253 13 0 99 126 347 360 283 264
